gene	length	logFC	logCPM	F	PValue	FDR
Xiap	27375	0.063676302	5.437304317	0.395894532	0.539111339	0.728201199
Ppp4c	1620	0.042229907	8.740828604	0.395721663	0.539198762	0.728202935
Pdk2	2603	0.301318289	1.800355771	0.395053127	0.539537106	0.728237982
H3c3	480	0.282893323	2.058066397	0.395397814	0.53936261	0.728237982
Stmn1	1060	-0.124112626	8.595908418	0.395277676	0.539423418	0.728237982
Clcn7	4241	-0.06354275	5.176419077	0.39503133	0.539548144	0.728237982
Cog4	2983	-0.057710427	5.640139616	0.395525887	0.539297802	0.728237982
Spg11	10178	-0.093395813	4.873208124	0.394859563	0.539635143	0.728268094
Rpl28	496	0.242946541	0.725853629	0.394578946	0.539777332	0.728372672
Gdi2	2681	-0.051154108	9.508946872	0.394434173	0.539850717	0.728384393
B9d1	1118	-0.220058153	1.257384987	0.393784905	0.54018006	0.728741416
Prc1	3584	-0.111402446	6.681661712	0.393431596	0.540359439	0.728896065
Arfgef3	8216	-0.568410579	0.368131966	0.392243777	0.540963339	0.72936111
Sptb	10394	-0.229782231	1.127613049	0.392456587	0.540855049	0.72936111
Mcts1	4114	0.053044194	6.988126035	0.392308603	0.540930347	0.72936111
Rps6kb1	10288	0.049113346	6.222062475	0.392291026	0.540939292	0.72936111
Pafah2	4352	-0.24541501	1.199018469	0.391492479	0.541345972	0.729748034
Apobec3	10713	-0.050626838	8.151133488	0.391425794	0.541379959	0.729748034
Cst3	796	-0.046286369	6.551972	0.390988499	0.541602937	0.729961195
Anapc16	1902	-0.045037695	6.234709716	0.389479066	0.54237395	0.730912847
Lyrm7	4299	0.133946399	2.619212647	0.388515368	0.542867302	0.731490136
Cdc42ep4	4279	0.147848313	2.495084009	0.388127856	0.543065926	0.731496469
Fancl	1782	0.078033005	4.686189743	0.3881259	0.543066929	0.731496469
Cep350	13442	-0.074489026	5.093433039	0.388224203	0.54301653	0.731496469
Pmf1	1223	0.077226956	5.750981789	0.387224944	0.543529266	0.73203164
Ptpn3	7363	0.180920446	1.855541078	0.386608649	0.54384596	0.732282959
Cdca3	2148	-0.129802025	7.304735264	0.386695091	0.543801519	0.732282959
Smpdl3b	2146	0.36573667	0.481423946	0.386252217	0.544029281	0.732442196
Trav13n-4	331	-0.290660253	1.458950088	0.385737203	0.544294373	0.732536288
Zmat3	8122	-0.116435409	3.544100123	0.385775941	0.544274425	0.732536288
Gtf3a	1298	0.104941497	4.166442605	0.385744108	0.544290817	0.732536288
Ddx11	5313	-0.07528417	5.602121158	0.385584654	0.544372942	0.732554456
Oaz1-ps	963	0.101080411	3.617917541	0.38537399	0.544481478	0.732570529
Kmt2c	18878	0.0683646	5.639338054	0.385056423	0.544645171	0.732570529
Bag6	4499	0.052518577	6.325984319	0.385214413	0.544563721	0.732570529
Ndufb9	687	0.043607569	8.017373073	0.385164132	0.544589641	0.732570529
Stag3	4841	-0.341926929	0.207348503	0.384678836	0.544839924	0.732736578
Nudt15	3576	0.175049525	1.723142289	0.384060506	0.545159138	0.732736578
Rps27rt	374	0.159794012	4.070970732	0.384303953	0.545033415	0.732736578
LOC118567916	9745	-0.133397715	2.677748516	0.384226311	0.545073506	0.732736578
Ercc6	12451	-0.063212092	5.015242762	0.384094329	0.545141668	0.732736578
Map2k7	3731	0.057229059	5.820612962	0.384521355	0.54492119	0.732736578
Ythdc2	6510	-0.127372124	3.58032624	0.38274773	0.545838056	0.733561518
Hsd17b11	1699	-0.138209245	3.084491318	0.382043724	0.546202813	0.733964104
Dctn4	3806	-0.075489253	5.24661083	0.381732431	0.546364248	0.734093413
Dnajb14	7489	-0.200455887	1.769720739	0.380996253	0.546746394	0.734519201
N4bp2	25136	-0.060848953	4.830947866	0.380434254	0.547038472	0.734789862
Rbm38	2016	-0.050418146	7.682838316	0.380357473	0.547078399	0.734789862
Hira	5124	0.130633219	2.920806349	0.380026453	0.5472506	0.73488979
Xpr1	7651	-0.085529628	4.489887931	0.379838097	0.547348631	0.73488979
Ppcs	1714	-0.052993788	5.579547318	0.379948077	0.547291387	0.73488979
Ncapg2	6688	0.131504884	6.51369442	0.379702733	0.547419104	0.734896765
6030458C11Rik	7940	0.0707333	5.6428541	0.379566887	0.547489845	0.734904099
Mtarc2	2336	-0.054021308	6.595362889	0.378789961	0.547894765	0.73535995
Synpo	9015	0.065410018	5.817942165	0.378375512	0.548111005	0.735562485
Plk3	2502	-0.1826154	3.907492473	0.377891504	0.548363747	0.735726261
Dtnb	8000	-0.076195172	5.079664233	0.377943499	0.548336585	0.735726261
Ccdc191	9163	-0.176591375	2.343751255	0.377678606	0.54847499	0.735787827
Msh3	4869	0.070171369	4.782713162	0.37747692	0.548580416	0.735841573
H2-Ab1	1193	-0.241527533	1.445528535	0.377052707	0.548802289	0.736051486
Trav16n	350	-0.227559046	1.982960991	0.376773352	0.548948493	0.736159874
Nrbf2	3244	-0.061930398	4.720841965	0.376171873	0.549263542	0.736494635
Pfkm	3320	0.083674644	3.740583934	0.375075367	0.549838783	0.737090381
Pspc1	2385	-0.052387468	5.853046821	0.375186849	0.549780245	0.737090381
Usp32	7400	-0.137878592	3.930071764	0.374865307	0.549949117	0.737150513
Tst	1102	-0.185661128	1.267400805	0.374707386	0.550032093	0.737173965
Etv5	4919	0.170271257	2.4912171	0.374303375	0.550244483	0.737370835
Srl	8487	0.326794933	0.593857625	0.373800494	0.550509071	0.737374315
Stxbp4	29899	0.268170026	0.878708773	0.373834895	0.550490963	0.737374315
Spice1	4423	-0.109266808	3.920901721	0.373984263	0.550412353	0.737374315
Flvcr1	4555	-0.100278945	4.703325874	0.373978027	0.550415634	0.737374315
Fbxl6	1719	0.055504551	6.159342557	0.373593979	0.550617799	0.737432213
Oxld1	820	-0.130201968	2.809150347	0.372919656	0.550973116	0.737820309
Mcm4	3589	0.090618879	8.54585543	0.372426036	0.551233499	0.7380812
Mmp14	3801	0.243861623	0.813486981	0.372260011	0.55132113	0.738110749
Ddr1	11676	-0.173024116	2.346548371	0.371798138	0.551565059	0.738169108
Mgme1	3107	0.122959389	4.207449648	0.371854135	0.551535474	0.738169108
Baz1b	12498	0.096313756	6.486500192	0.371680929	0.551626994	0.738169108
Commd3	923	-0.05307167	7.003422576	0.371991874	0.551462716	0.738169108
Aph1b	6950	-0.249057755	1.073075584	0.371502864	0.551721113	0.738207308
Bri3	2040	-0.250965819	1.184065743	0.371179251	0.551892242	0.738348527
Cdkl3	10379	-0.153724055	1.908761926	0.370524613	0.552238737	0.738716909
Poldip3	3301	-0.038389865	7.93337148	0.37041116	0.55229883	0.738716909
Gm52899	2027	-0.297356565	1.570508201	0.370140073	0.552442469	0.738735046
Crybg2	5841	0.178073088	2.403180225	0.369617189	0.552719731	0.738735046
Arhgap21	24393	-0.169130169	1.751692876	0.369120635	0.552983285	0.738735046
Kiz	3942	-0.12802883	3.697497345	0.369446691	0.552810198	0.738735046
Ap1s3	3115	0.105803241	2.835556879	0.368960459	0.553068353	0.738735046
Fam126a	6789	-0.093398193	4.690206823	0.368901233	0.553099813	0.738735046
Zfp748	4615	-0.088068068	4.56121033	0.369052841	0.553019286	0.738735046
Acbd6	3224	0.085382987	5.104171346	0.369922755	0.55255767	0.738735046
Ppp4r3a	6537	0.076247578	6.489848786	0.369530193	0.552765888	0.738735046
Dpp4	7308	-0.068328222	6.204761307	0.369674744	0.552689199	0.738735046
Ube4b	8840	-0.050585785	6.088789562	0.369046322	0.553022749	0.738735046
Pmm2	1990	-0.044842985	6.596511431	0.368996904	0.553048995	0.738735046
Gm24407	141	-0.152737668	4.331130881	0.368214577	0.553464821	0.73913487
Adam17	4550	-0.065212683	6.375301567	0.367470652	0.553860803	0.73948825
Dctn2	2532	0.06343138	7.128333211	0.367557887	0.55381434	0.73948825
Lif	5474	0.173744847	4.807994926	0.367260428	0.553972803	0.739550079
N6amt1	1791	-0.070071982	4.726550119	0.367008236	0.554107221	0.739554131
Mta3	9491	-0.049838908	5.64148105	0.367072161	0.554073143	0.739554131
Abcb10	4509	-0.199034622	2.630329666	0.366564359	0.554343962	0.739782399
Rab6a	3401	0.070411248	5.44477715	0.366350954	0.554457851	0.739846685
Gm36198	4362	-0.356943265	0.506330428	0.365864092	0.55471785	0.740018196
Naa38	518	0.127263962	2.858653836	0.365916485	0.554689859	0.740018196
Vrk2	2055	-0.06635805	4.494892513	0.365506559	0.554908936	0.740185403
Pdcd1	1933	0.092933389	7.935455984	0.365314127	0.555011836	0.740234954
Gm30149	9172	0.260869596	0.940778996	0.365161798	0.555093318	0.740255931
Tpmt	4853	0.166348067	2.149075433	0.36472926	0.555324814	0.740476934
AI504432	5544	-0.078155759	4.409635056	0.364222246	0.555596411	0.740663635
Topors	3874	0.053427365	5.975212024	0.364267529	0.555572144	0.740663635
Sh3pxd2a	10892	-0.25056876	1.825529583	0.363653728	0.555901266	0.740858108
Akap11	9425	0.110540501	5.128039228	0.363745961	0.555851785	0.740858108
Gtpbp1	4527	-0.044593398	7.123742165	0.36358207	0.555939714	0.740858108
Peli3	4110	-0.606502186	0.007664715	0.363330436	0.55607477	0.740950379
D830050J10Rik	2400	-0.225933781	1.502595262	0.363158677	0.556166993	0.740985563
2810408A11Rik	2442	-0.231576428	0.843798116	0.362563275	0.556486916	0.741094443
Tubd1	6656	-0.121843732	4.392474824	0.362583426	0.556476082	0.741094443
Zfp775	2578	-0.087592326	3.947822596	0.362558577	0.556489442	0.741094443
Hdac3	2063	0.047127833	7.044457071	0.362516566	0.556512029	0.741094443
Mthfr	6141	0.133188642	3.239600692	0.36207635	0.556748821	0.741322085
Zrsr1	4492	-0.219179507	2.006747172	0.361469598	0.557075518	0.741586095
Pomgnt1	3024	0.18850609	3.518460913	0.361373362	0.55712737	0.741586095
Psd	7775	0.143572833	3.263351746	0.361341177	0.557144714	0.741586095
Ei24	2376	-0.10384416	5.864219789	0.361172512	0.557235618	0.74161941
Tcf12	9801	-0.044507584	6.247504979	0.360709419	0.55748536	0.741864087
Zfp931	4410	-0.142233334	2.310233861	0.360440242	0.557630626	0.741969695
Gm40476	8843	-0.205097533	1.167072781	0.360214866	0.557752311	0.742043905
Psmd13	1563	0.074443342	7.677290718	0.35992848	0.557907013	0.742162017
Zbtb26	5318	0.19163646	1.759885253	0.359452934	0.558164083	0.742384148
S1pr2	3925	-0.08956454	4.482127844	0.359375654	0.558205881	0.742384148
Piezo1	8987	0.153224866	4.594072561	0.359192845	0.558304781	0.742427974
Gm10369	1361	-0.470747322	0.916216533	0.357616508	0.559159017	0.742540874
Gm42005	4082	0.248743578	0.814885243	0.357744574	0.55908952	0.742540874
Myo1b	6215	0.245461557	1.078826019	0.35765903	0.55913594	0.742540874
Etohd2	3135	-0.220644745	1.391484509	0.358231862	0.558825242	0.742540874
1700028J19Rik	1188	0.156168949	1.073845463	0.358036677	0.55893107	0.742540874
Fancb	3551	0.13857816	3.317535998	0.357332727	0.559313076	0.742540874
Prcp	2964	-0.136387761	3.386442279	0.357634014	0.559149516	0.742540874
Lrrc8b	7811	-0.125325878	2.694296113	0.358615755	0.558617214	0.742540874
Atad5	7723	0.100717368	5.28453029	0.358494563	0.55868287	0.742540874
Rnf26	2271	0.079604251	5.907702201	0.358797107	0.558518994	0.742540874
Dlg3	6617	0.078479495	3.694481172	0.35736947	0.559293125	0.742540874
Dynlt3	2153	0.073742949	6.007699026	0.357347488	0.559305061	0.742540874
Rnf111	5431	-0.073601553	5.428170025	0.358397515	0.558735458	0.742540874
Msl3	6484	0.062181114	5.943627294	0.358135462	0.558877505	0.742540874
4632404H12Rik	2951	-0.204525332	0.893349959	0.357149816	0.559412419	0.742585192
Mtmr10	6724	-0.133210815	2.413608639	0.356530466	0.559749062	0.742944464
Vps35l	3698	-0.040009423	6.702547274	0.355415486	0.560356114	0.743662516
Med28	4568	0.05226161	7.241233634	0.353620886	0.561335931	0.744875049
Gm34065	2589	-0.226350627	1.321376129	0.353014207	0.561667936	0.745179227
Trbv20	335	-0.224807408	2.375535421	0.352938199	0.561709559	0.745179227
Adam9	4387	-0.156292989	2.107897421	0.352834512	0.56176635	0.745179227
Mier3	6219	-0.099492566	3.914919433	0.352718464	0.561829924	0.745179227
LOC118567854	7121	0.179067854	2.194918363	0.352237104	0.562093777	0.745265781
Lrrc8d	8144	0.090150286	3.803777264	0.352468923	0.561966677	0.745265781
Yipf6	5358	0.079318702	4.335838845	0.352300495	0.562059016	0.745265781
Efcab8	12234	-0.251471738	1.017431588	0.351947945	0.562252396	0.745388303
Lrrc29	2373	-0.155279909	2.710048274	0.3510499	0.562745589	0.745866475
Mettl3	8117	0.056570872	5.14306208	0.351154644	0.562688021	0.745866475
Fbxl22	4253	-0.206038693	1.587810099	0.350511893	0.563041468	0.746170788
Gmeb2	8231	-0.066335236	5.320208311	0.349887211	0.563385403	0.746538708
Gm13420	6181	0.230999878	1.77501214	0.34925169	0.563735737	0.74691502
Gm46830	36644	-0.232277889	1.554484463	0.348441285	0.564183107	0.747113173
Gm11769	1774	-0.223244945	1.605492207	0.348379746	0.564217108	0.747113173
Marveld1	3077	0.139593787	2.84898446	0.34868578	0.564048063	0.747113173
Usp8	4358	0.059625423	5.808581006	0.348591913	0.564099902	0.747113173
Fbxo7	7088	-0.055758837	5.824096696	0.348848255	0.563958357	0.747113173
Gm31560	3935	0.258290999	0.651251968	0.348036966	0.56440657	0.747197547
Vps33a	4388	-0.059898504	5.758334744	0.348024311	0.564413567	0.747197547
Top2a	5239	-0.107310479	8.89802335	0.347481214	0.564714017	0.747419516
Wipf2	7589	-0.087851355	4.380169021	0.347497819	0.564704826	0.747419516
Gpc1	7119	-0.22623471	0.69051072	0.347040019	0.564958329	0.747654975
Rbm3-ps	1146	0.204844735	0.687269111	0.346872793	0.565050986	0.747689704
LOC115489886	5974	-0.249003855	1.061892867	0.346530765	0.565240592	0.747852695
Rab11fip4	14759	-0.08624012	5.367782603	0.345970192	0.565551626	0.748176288
C1qtnf12	1321	-0.155616383	2.378510719	0.345677959	0.565713908	0.748215129
Tmem120a	1278	-0.060471238	5.647341606	0.345684293	0.565710389	0.748215129
Rgp1	5872	0.082596227	4.297689039	0.345426996	0.565853346	0.748311637
LOC118567733	8209	0.307229186	0.853354566	0.345109674	0.566029753	0.748376585
Vezf1	10117	0.060055024	5.762909338	0.344980592	0.566101545	0.748376585
Prmt9	3481	0.059105795	5.418149845	0.344979983	0.566101883	0.748376585
Gm39888	4279	-0.104318976	3.078021809	0.344779078	0.566213657	0.748436462
Trav9-1	337	-0.202371223	1.67256501	0.34431883	0.566469883	0.748687244
Ankfy1	8083	-0.084858384	6.25790123	0.344180103	0.56654716	0.748701482
Pafah1b2	5719	0.050073446	6.810595499	0.343869711	0.566720138	0.748842173
Angel1	11814	-0.080139653	4.084047633	0.343459587	0.566948859	0.749056478
Camsap1	8652	0.116629827	2.914115828	0.343314508	0.567029812	0.749075525
Mvd	1864	-0.09759773	3.77876697	0.342429468	0.567524162	0.749565058
Sod1	637	0.06623684	5.607566054	0.342412699	0.567533537	0.749565058
Bod1l	10586	0.051222683	5.788103657	0.342279482	0.567608024	0.7495755
Dip2a	6806	-0.176809956	1.806129766	0.342149003	0.567681	0.749583943
Trav6-5	338	-0.215305036	0.912168803	0.341850879	0.567847809	0.749688289
Gm2423	1476	0.203603142	0.740745144	0.341769772	0.567893208	0.749688289
Cbfb	2990	-0.079907756	7.018978376	0.341620947	0.56797653	0.749710373
Cenph	1644	0.136448493	4.947104499	0.341402613	0.568098812	0.749783872
Scmh1	9230	-0.103923682	3.139410884	0.340995159	0.568327157	0.749935512
Pnpla8	6958	-0.07238279	4.970546405	0.340959885	0.568346934	0.749935512
Vgll4	14816	-0.081963491	5.750674912	0.340063573	0.568849932	0.750455701
Ovca2	2642	-0.071789443	4.323811111	0.339901209	0.568941145	0.750455701
Snx6	2113	0.040702451	6.67661387	0.339916093	0.568932782	0.750455701
Sirt4	3845	0.105754199	2.865948063	0.339512271	0.569159762	0.750480276
Fbxo33	8722	0.081224946	5.425746288	0.339576659	0.569123559	0.750480276
Unc50	1308	0.045490549	6.115252279	0.339555181	0.569135634	0.750480276
H2bc3	490	-0.197039133	1.113102705	0.338961345	0.569469721	0.750542928
Gss	1986	0.111997587	3.523534978	0.339098795	0.569392358	0.750542928
Atp11a	16018	0.093787009	3.651286155	0.338953839	0.569473946	0.750542928
Phpt1	1104	0.048236326	6.353818789	0.339057339	0.569415689	0.750542928
Rhbdf2	4025	-0.10064021	3.337551813	0.337868731	0.570085452	0.751260917
Ly6d	691	0.262684945	0.730079314	0.337344053	0.570381607	0.751563218
Gm36266	1895	0.239776907	1.030266552	0.336556488	0.570826735	0.751721928
Adam22	12918	-0.210674145	0.811404417	0.336754416	0.570714801	0.751721928
Fhdc1	6413	-0.157522223	2.547989733	0.336831981	0.570670947	0.751721928
Pak1ip1	1753	0.045179709	6.419712323	0.33657006	0.570819058	0.751721928
Cyb5r4	2650	-0.044547914	6.960272224	0.336540254	0.570835918	0.751721928
Slc15a2	4466	-0.726051386	1.551096329	0.336040843	0.571118556	0.75190054
TrnS2	59	-0.412341745	0.767417175	0.335958525	0.571165171	0.75190054
Mettl15	4103	-0.117390678	3.295084737	0.335946616	0.571171915	0.75190054
Cbx2	6141	0.088857535	3.991416409	0.335312031	0.571531533	0.75211011
Gnpda1	3785	-0.062146778	6.40912683	0.335482145	0.571435085	0.75211011
Dhdds	3414	0.056778478	5.448692793	0.335332148	0.571520126	0.75211011
Ipp	4883	0.069589987	5.0752266	0.334934378	0.571745766	0.752304095
Zfp865	4710	-0.110810869	3.850674172	0.334356945	0.572073645	0.752647551
Arl8a	3674	-0.121455576	2.904374188	0.334142455	0.572195534	0.752705848
Uqcrh	546	0.054661567	8.325786289	0.334043695	0.572251675	0.752705848
Them6	1488	0.133120204	2.245425644	0.333878284	0.572345729	0.752741614
Map3k10	5549	0.229724795	1.405044722	0.332622184	0.573060982	0.753506253
Zdhhc13	2410	0.052958304	5.283346398	0.332690364	0.573022112	0.753506253
Shld3	1630	-0.101711315	3.279371353	0.332315066	0.573236139	0.753648541
Nfe2	2806	0.316445186	1.079874022	0.331502246	0.573700238	0.753864663
Serpine2	2555	0.2527088	0.910832535	0.331469745	0.573718812	0.753864663
Rsph3b	1614	-0.10960343	3.199860725	0.331206551	0.573869263	0.753864663
Lig1	3656	0.108881147	7.817076123	0.331376616	0.573772039	0.753864663
Cfl2	3676	0.089869307	3.538149056	0.33187473	0.573487465	0.753864663
Arl14ep	3666	0.075869559	4.931898728	0.331481468	0.573712112	0.753864663
Ykt6	2476	-0.063753892	6.723042536	0.331270699	0.573832586	0.753864663
Fam216a	1362	-0.066683663	4.731367033	0.330887288	0.574051873	0.754016566
Cd160	2642	0.116566291	4.220909638	0.330618347	0.574205792	0.754130753
Wwp1	6622	0.082078581	3.714801293	0.330169952	0.574462604	0.754380029
Trav17	341	-0.154264213	2.59358447	0.329405093	0.574901207	0.754512346
Zfp974	8585	0.129417584	2.5051832	0.329339972	0.574938581	0.754512346
Caap1	2789	-0.10777342	3.624048155	0.329641275	0.574765697	0.754512346
Ttc33	1965	0.055156214	5.306655782	0.329324452	0.57494749	0.754512346
Sft2d1	1085	-0.049787786	6.358480474	0.329314047	0.574953462	0.754512346
Itpr2	12700	-0.04573516	7.184287373	0.329293104	0.574965483	0.754512346
Nsun6	9499	-0.091536835	3.36490524	0.329160499	0.575041612	0.754524297
Ubr1	8037	-0.052055248	5.695074654	0.328906855	0.575187286	0.754627487
Ammecr1	5435	0.118995926	3.09552614	0.328544338	0.57539562	0.754812851
Mtmr11	2812	-0.219129683	0.507962786	0.32798183	0.575719192	0.755149326
Caskin2	5285	-0.136810798	2.717729856	0.327673556	0.575896679	0.75529413
Dyrk2	8482	-0.105402754	4.339424564	0.327552901	0.575966176	0.755297287
Tatdn2	3390	0.160789659	2.62145111	0.327317724	0.576101687	0.755299032
Tmem86b	1726	-0.152568231	2.51503674	0.327346592	0.576085049	0.755299032
Slc30a5	3249	0.065884738	6.020327493	0.327180553	0.576180756	0.755314735
Tarbp1	6431	0.106590321	2.839292396	0.327039563	0.57626205	0.755326743
Ccdc85b	4401	0.066225555	4.529903147	0.326931974	0.5763241	0.755326743
Thoc6	1579	0.067861129	5.433958007	0.326695052	0.57646079	0.755417946
Pank2	4898	-0.124165308	5.337437015	0.326533707	0.576553915	0.755452046
Sap130	12221	-0.057466593	5.460456872	0.326368421	0.576649347	0.75548916
H2-Q4	1793	-0.07175971	4.766235463	0.325796906	0.576979574	0.755833842
Atg16l1	3308	-0.067018979	4.925365545	0.325656148	0.577060965	0.755852512
Gcat	2977	0.108601245	5.068420002	0.325207165	0.577320739	0.756026685
Wnk1	12257	0.060541166	6.303630317	0.325194193	0.577328248	0.756026685
Dnajc18	6324	-0.063979642	4.233693704	0.325067612	0.577401531	0.75603471
Fry	12390	-0.147008015	2.123826127	0.324328446	0.577829848	0.756507551
Efcab7	2421	-0.158145558	1.501730242	0.323965852	0.578040196	0.756606967
